P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-4251.01,,4251.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.55,,1.78,1.16,2.07,1.92,        299.7784,        299.7784,        299.7784,1060.1,1060.1,1060.1,1102.8,1102.8,1102.8,7.6,-24.65,3.38,6.24,0.0654,0.00,0.07,90.0,0.0,KOI-4251,,,Lyr,G,0.96,1.14,5751.0,1.282200,0.000,,13.8,639.49,19.0902,44.9612,-33.0,9.3241,1,0,0.851,2.007,-2.36,-0.14,-0.59,0.29,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-4252.01,,4252.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.27,,0.70,0.80,0.56,0.62,        5.529656,        5.529657,        5.529658,390.7,390.7,390.7,418.1,418.1,418.1,0.2,-18.26,1.33,15.57,0.0989,0.00,0.10,90.0,0.0,KOI-4252,,,Cyg,K,0.53,0.53,3842.0,0.054087,0.000,,14.0,142.77,19.1576,47.7852,-28.6,2.8346,1,0,0.189,0.483,-1.62,-0.18,-1.12,0.34,0.00,0.00,0.00,0.49,0,0,0,0,transit,2012
KOI-4253.01,,4253.01,Hot,,,,non-habitable,,,,117.29,,,,        4.745576,        4.745576,        4.745577,376.0,376.0,376.0,,,,,-29.27,-,173.26,0.6528,0.00,0.65,89.4,0.0,KOI-4253,,,Lyr,F,1.24,1.16,6392.0,2.022317,0.000,,14.2,967.37,18.9150,45.6768,-28.4,0.9486,1,0,1.028,2.391,-1.55,,,,0.00,0.00,0.00,0.17,0,0,0,0,transit,2012
KOI-4255.01,,4255.01,Hot,Neptunian,gas,no-atmosphere,non-habitable,,3.55,,2.65,0.19,0.51,1.16,        379.8435,        379.8435,        379.8435,1124.7,1124.7,1124.7,,,,0.7,-25.78,5.04,6.31,0.0657,0.00,0.07,88.2,0.0,KOI-4255,,,Cyg,K,0.95,1.76,4934.0,1.639591,0.000,,15.1,1288.90,19.5304,47.5731,-33.2,14.2805,1,0,1.006,2.439,-2.31,2.43,-1.06,0.22,,0.00,0.00,0.23,0,0,0,0,transit,2012
KOI-4257.01,,4257.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.95,,1.93,1.24,2.40,2.15,        53.85516,        53.85517,        53.85518,690.2,690.2,690.2,734.5,734.5,734.5,11.1,-22.96,3.67,41.68,0.2375,0.00,0.24,89.4,0.0,KOI-4257,,,Cyg,G,1.03,1.76,5745.0,3.037768,0.000,,13.3,799.04,19.6756,43.6314,-31.1,3.9567,1,0,1.311,3.090,-2.21,-0.14,-0.15,0.31,0.00,0.00,0.00,0.28,0,0,0,0,transit,2012
KOI-4259.01,,4259.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.78,,0.97,0.86,0.83,0.90,        2573.269,        2573.269,        2573.270,1814.5,1814.5,1814.5,1846.9,1846.9,1846.9,0.7,-25.67,1.84,0.91,0.0177,0.00,0.02,85.9,0.0,KOI-4259,,,Lyr,G,0.89,1.00,5486.0,0.806180,0.000,,15.2,963.24,19.3342,41.0900,-35.3,30.3411,1,0,0.685,1.629,-2.42,-0.17,-1.32,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4261.01,,4261.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.79,,1.24,0.94,1.16,1.20,        1975.661,        1975.661,        1975.662,1698.5,1698.5,1698.5,1734.8,1734.8,1734.8,1.7,-25.92,2.36,1.45,0.0252,0.00,0.03,88.8,0.0,KOI-4261,,,Cyg,F,1.01,1.02,6046.0,1.254624,0.000,,15.4,1301.40,19.2201,47.7756,-35.0,21.7645,1,0,0.827,1.936,-2.45,-0.16,-1.17,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4267.01,,4267.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.73,,0.95,0.85,0.81,0.88,        1111.513,        1111.514,        1111.514,1471.0,1471.0,1471.0,1503.0,1503.0,1503.0,0.6,-24.71,1.81,2.21,0.0334,0.00,0.03,86.5,0.0,KOI-4267,,,Cyg,F,1.02,0.99,6131.0,1.239960,0.000,,15.2,1197.89,19.5695,43.0261,-34.4,15.8304,1,0,0.818,1.911,-2.44,-0.18,-1.29,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4268.01,,4268.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.16,,0.59,0.77,0.46,0.52,        395.3147,        395.3147,        395.3148,1136.0,1136.0,1136.0,1161.0,1161.0,1161.0,0.1,-22.55,1.12,0.85,0.0140,0.00,0.01,87.7,0.0,KOI-4268,,,Cyg,K,0.50,0.50,4294.0,0.077482,0.000,,15.2,302.06,19.5525,43.5150,-33.3,19.2757,1,0,0.224,0.559,-2.25,-0.19,-1.43,0.27,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-4269.01,,4269.01,Hot,Neptunian,gas,metals-rich,non-habitable,,13.22,,4.05,0.20,0.81,1.81,        157.8399,        157.8399,        157.8399,903.0,903.0,903.0,,,,2.6,-25.75,7.70,26.66,0.1943,0.00,0.19,90.0,0.0,KOI-4269,,,Cyg,G,1.38,3.06,5159.0,5.958849,0.000,,13.3,1080.30,19.5865,45.1607,-32.3,8.4058,2,0,1.897,4.559,-2.28,2.97,-0.57,0.21,,0.00,0.00,0.18,0,0,0,0,transit,2012
KOI-4269.02,,4269.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.39,,1.69,1.12,1.89,1.79,        1723.486,        1723.486,        1723.486,1641.5,1641.5,1641.5,1683.2,1683.2,1683.2,6.0,-26.45,3.21,4.44,0.0588,0.00,0.06,80.2,0.0,KOI-4269,,,Cyg,G,1.38,3.06,5159.0,5.958849,0.000,,13.3,1080.30,19.5865,45.1607,-34.9,28.0302,2,0,1.897,4.559,-2.38,-0.15,-0.88,0.28,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-4273.01,,4273.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.78,,0.97,0.86,0.83,0.90,        88.61607,        88.61607,        88.61608,781.7,781.7,781.7,814.0,814.0,814.0,0.7,-22.00,1.84,17.37,0.1344,0.00,0.13,89.4,0.0,KOI-4273,,,Cyg,F,1.07,1.13,6122.0,1.600704,0.000,,12.7,428.04,19.6140,46.4800,-31.6,4.4699,1,0,0.930,2.173,-2.28,-0.17,-1.11,0.28,0.00,0.00,0.00,0.31,0,0,0,0,transit,2012
KOI-4274.01,,4274.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.16,,1.09,0.89,0.97,1.03,        1125.621,        1125.621,        1125.621,1475.7,1475.7,1475.7,1509.8,1509.8,1509.8,1.0,-25.03,2.07,1.98,0.0311,0.00,0.03,88.8,0.0,KOI-4274,,,Cyg,F,1.02,0.95,6065.0,1.088712,0.000,,15.3,1161.71,19.7874,41.5157,-34.4,16.2821,1,0,0.770,1.800,-2.43,-0.17,-1.21,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4276.01,,4276.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.56,,1.19,0.92,1.10,1.14,        21.70645,        21.70646,        21.70646,549.9,549.9,549.9,585.5,585.5,585.5,1.4,-20.91,2.26,56.64,0.2875,0.00,0.29,89.4,0.0,KOI-4276,,,Lyr,F,0.99,1.20,6102.0,1.794174,0.000,,12.6,429.70,19.0646,41.3636,-30.1,2.2263,1,0,0.986,2.304,-2.06,-0.17,-0.79,0.31,0.00,0.00,0.00,0.35,0,0,0,0,transit,2012
KOI-4287.01,,4287.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.81,,0.98,0.86,0.85,0.91,        250.6973,        250.6973,        250.6973,1013.8,1013.8,1013.8,1046.2,1046.2,1046.2,0.7,-23.16,1.86,13.12,0.1155,0.00,0.12,89.4,0.0,KOI-4287,,,Cyg,F,1.19,1.52,6344.0,3.344365,0.000,,11.3,323.91,19.3639,48.6614,-32.8,7.0038,2,0,1.326,3.086,-2.38,-0.17,-1.18,0.27,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-4287.02,,4287.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.35,,0.76,0.81,0.61,0.68,        379.2996,        379.2996,        379.2997,1124.3,1124.3,1124.3,1153.0,1153.0,1153.0,0.3,-23.05,1.44,9.62,0.0939,0.00,0.09,88.8,0.0,KOI-4287,,,Cyg,F,1.19,1.52,6344.0,3.344365,0.000,,11.3,323.91,19.3639,48.6614,-33.2,8.6176,2,0,1.326,3.086,-2.40,-0.18,-1.34,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4288.01,,4288.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.34,,0.75,0.81,0.60,0.67,        368.7616,        368.7617,        368.7618,1116.4,1116.4,1116.4,1144.9,1144.9,1144.9,0.3,-22.99,1.43,6.28,0.0682,0.00,0.07,88.8,0.0,KOI-4288,,,Lyr,G,1.07,1.22,5989.0,1.715199,0.000,,12.4,390.25,19.1581,39.6036,-33.2,9.5363,2,0,0.970,2.274,-2.38,-0.18,-1.34,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4288.02,,4288.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.34,,0.75,0.81,0.60,0.67,        225.5701,        225.5701,        225.5702,987.3,987.3,987.3,1015.8,1015.8,1015.8,0.3,-22.46,1.43,9.09,0.0872,0.00,0.09,89.4,0.0,KOI-4288,,,Lyr,G,1.07,1.22,5989.0,1.715199,0.000,,12.4,390.25,19.1581,39.6036,-32.6,7.4551,2,0,0.970,2.274,-2.35,-0.18,-1.32,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4290.01,,4290.01,Hot,Subterran,rocky-iron,metals-rich,non-habitable,,0.37,,0.77,0.81,0.62,0.69,        2.510648,        2.510648,        2.510648,320.7,320.7,320.7,349.5,349.5,349.5,0.3,-17.61,1.46,4.84,0.0285,0.00,0.03,89.4,0.0,KOI-4290,,,Lyr,M,0.13,0.16,3089.0,0.002039,0.000,,17.1,113.78,19.2918,41.1587,-27.7,2.9547,1,0,0.037,0.098,-1.28,-0.18,-0.98,0.38,0.00,0.00,0.00,0.68,0,0,0,0,transit,2012
KOI-4292.01,,4292.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.15,,0.58,0.77,0.45,0.51,        109.8706,        109.8706,        109.8707,824.8,824.8,824.8,849.6,849.6,849.6,0.1,-21.11,1.10,9.33,0.0866,0.00,0.09,89.4,0.0,KOI-4292,,,Lyr,G,1.00,0.90,5806.0,0.823981,0.000,,12.9,339.68,19.0925,47.0166,-31.9,5.5344,1,0,0.680,1.601,-2.29,-0.19,-1.39,0.27,0.00,0.00,0.00,0.28,0,0,0,0,transit,2012
KOI-4294.01,,4294.01,Hot,Jovian,,,non-habitable,,,,48.30,,,,        3728.133,        3728.133,        3728.134,1990.8,1990.8,1990.8,,,,,-34.61,106.45,0.96,0.0197,0.00,0.02,52.1,0.0,KOI-4294,,,Lyr,F,1.09,1.03,6241.0,1.446851,0.000,,14.8,1098.16,19.4243,43.3859,-35.7,28.1731,1,0,0.878,2.046,-2.47,,,,0.00,0.00,0.00,0.02,0,0,0,0,transit,2012
KOI-4295.01,,4295.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.40,,1.60,1.08,1.72,1.66,        148.1498,        148.1498,        148.1498,888.8,888.8,888.8,929.5,929.5,929.5,4.7,-23.65,3.04,13.40,0.1187,0.00,0.12,88.8,0.0,KOI-4295,,,Lyr,F,1.24,1.17,6418.0,2.087385,0.000,,14.9,1368.92,19.1842,43.2744,-32.2,5.2592,1,0,1.043,2.424,-2.34,-0.15,-0.65,0.29,0.00,0.00,0.00,0.28,0,0,0,0,transit,2012
KOI-4296.01,,4296.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.42,,0.80,0.82,0.65,0.72,        1243.648,        1243.648,        1243.648,1512.9,1512.9,1512.9,1542.3,1542.3,1542.3,0.3,-24.46,1.52,2.49,0.0360,0.00,0.04,90.0,0.0,KOI-4296,,,Lyr,F,1.00,1.11,6171.0,1.611768,0.000,,13.0,504.94,18.8424,43.3661,-34.5,16.5333,1,0,0.930,2.172,-2.44,-0.18,-1.37,0.26,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4298.01,,4298.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.51,,1.18,0.92,1.09,1.13,        3093.390,        3093.390,        3093.391,1900.0,1900.0,1900.0,1935.4,1935.4,1935.4,1.4,-26.30,2.24,2.89,0.0445,0.00,0.04,88.2,0.0,KOI-4298,,,Lyr,F,1.40,1.66,7051.0,6.125686,0.000,,13.5,1197.72,19.4362,38.0488,-35.5,20.0050,1,0,1.727,3.985,-2.49,-0.17,-1.23,0.26,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4300.01,,4300.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.75,,1.72,1.13,1.95,1.83,        303.4947,        303.4948,        303.4948,1063.4,1063.4,1063.4,1105.4,1105.4,1105.4,6.5,-24.59,3.27,3.58,0.0445,0.00,0.04,89.4,0.0,KOI-4300,,,Cyg,G,0.91,0.87,5448.0,0.600996,0.000,,16.0,1183.64,19.7439,44.5631,-33.0,10.4573,1,0,0.593,1.411,-2.34,-0.15,-0.65,0.29,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-4301.01,,4301.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,9.32,,1.95,1.26,2.45,2.19,        358.1373,        358.1373,        358.1374,1108.3,1108.3,1108.3,1152.8,1152.8,1152.8,11.7,-25.05,3.71,15.60,0.1300,0.00,0.13,87.7,0.0,KOI-4301,,,Cyg,F,1.20,2.11,6245.0,6.052521,0.000,,13.1,1008.54,19.8802,44.9258,-33.1,8.6414,1,0,1.795,4.184,-2.39,-0.14,-0.46,0.29,0.00,0.00,0.00,0.26,0,0,0,0,transit,2012
KOI-4302.01,,4302.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.59,,0.89,0.84,0.75,0.82,        630.1619,        630.1619,        630.1620,1276.5,1276.5,1276.5,1307.5,1307.5,1307.5,0.5,-23.95,1.69,5.53,0.0618,0.00,0.06,89.4,0.0,KOI-4302,,,Cyg,F,1.03,1.22,6529.0,2.406740,0.000,,13.6,797.93,19.5788,41.6120,-33.8,10.4919,1,0,1.113,2.582,-2.43,-0.18,-1.29,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4303.01,,4303.01,Warm,Neptunian,gas,metals-rich,non-habitable,,3.30,,2.59,0.19,0.49,1.13,        1.729106,        1.729106,        1.729107,292.1,292.1,292.1,,,,0.6,-19.85,4.92,200.72,0.6569,0.00,0.66,90.0,0.0,KOI-4303,,,Cyg,G,0.94,0.85,5835.0,0.746140,0.000,,15.5,1071.09,19.2606,51.9306,-27.3,0.6871,1,1,0.646,1.520,-0.98,2.42,-0.45,0.27,,0.00,0.00,0.63,0,0,0,0,transit,2012
KOI-4304.01,,4304.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.22,,1.32,0.97,1.28,1.30,        219.9110,        219.9110,        219.9110,981.1,981.1,981.1,1018.4,1018.4,1018.4,2.1,-23.66,2.51,9.41,0.0878,0.00,0.09,83.7,0.0,KOI-4304,,,Cyg,G,1.02,1.27,5855.0,1.695259,0.000,,14.1,841.77,19.5118,49.6639,-32.6,7.7021,1,0,0.973,2.287,-2.35,-0.16,-0.93,0.28,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4307.01,,4307.01,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,,20.29,,2.35,1.56,3.67,2.94,        3.808955,        3.808955,        3.808956,355.9,355.9,355.9,404.7,404.7,404.7,31.7,-20.50,4.47,160.85,0.5700,0.00,0.57,89.4,0.0,KOI-4307,,,Cyg,F,0.95,0.97,6175.0,1.237530,0.000,,14.2,762.66,19.6633,38.6052,-28.2,0.9106,1,0,0.815,1.902,-1.45,-0.12,1.28,0.34,0.00,0.00,0.00,0.50,0,0,0,0,transit,2012
KOI-4312.01,,4312.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.39,,0.78,0.81,0.63,0.70,        173.4077,        173.4078,        173.4078,924.5,924.5,924.5,953.5,953.5,953.6,0.3,-22.26,1.48,7.85,0.0726,0.00,0.07,90.0,0.0,KOI-4312,,,Cyg,G,0.83,0.99,5678.0,0.913991,0.000,,13.9,555.73,19.2155,48.0022,-32.4,7.2719,1,0,0.722,1.705,-2.32,-0.18,-1.28,0.27,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-4318.01,,4318.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.09,,1.45,1.01,1.47,1.46,        223.0918,        223.0918,        223.0919,984.6,984.6,984.6,1023.5,1023.5,1023.5,3.1,-23.88,2.76,14.82,0.1290,0.00,0.13,89.4,0.0,KOI-4318,,,Cyg,F,1.30,1.43,6714.0,3.712471,0.000,,12.6,624.38,19.5959,45.7190,-32.6,5.8977,1,0,1.368,3.166,-2.38,-0.16,-0.83,0.28,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4320.01,,4320.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.57,,0.88,0.84,0.74,0.81,        35.92848,        35.92848,        35.92849,623.7,623.7,623.7,654.6,654.6,654.6,0.5,-20.80,1.67,20.66,0.1359,0.00,0.14,88.8,0.0,KOI-4320,,,Lyr,G,0.78,0.90,5497.0,0.663556,0.000,,14.2,557.95,19.3667,40.2877,-30.6,3.5298,1,0,0.622,1.476,-2.14,-0.18,-1.11,0.29,0.00,0.00,0.00,0.33,0,0,0,0,transit,2012
KOI-4323.01,,4323.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.61,,1.62,1.08,1.76,1.69,        296.1998,        296.1998,        296.1999,1056.9,1056.9,1056.9,1097.8,1097.8,1097.8,5.0,-24.43,3.08,11.50,0.1037,0.00,0.10,90.0,0.0,KOI-4323,,,Cyg,F,1.12,1.51,6290.0,3.185241,0.000,,13.6,914.18,19.8388,40.5313,-32.9,7.7453,1,0,1.298,3.024,-2.38,-0.15,-0.73,0.29,0.00,0.00,0.00,0.28,0,0,0,0,transit,2012
KOI-4325.01,,4325.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.56,,1.19,0.92,1.10,1.14,        5002.590,        5002.591,        5002.592,2142.6,2142.6,2142.6,2178.2,2178.2,2178.2,1.4,-26.85,2.26,0.61,0.0144,0.00,0.01,86.5,0.0,KOI-4325,,,Lyr,G,1.08,0.96,5936.0,1.037337,0.000,,15.7,1365.88,19.3594,43.4403,-36.0,36.3177,1,0,0.757,1.777,-2.46,-0.17,-1.25,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4327.01,,4327.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.66,,0.92,0.85,0.78,0.85,        3214.906,        3214.906,        3214.906,1918.4,1918.4,1918.4,1949.9,1949.9,1949.9,0.6,-25.80,1.75,0.99,0.0203,0.00,0.02,85.9,0.0,KOI-4327,,,Cyg,F,1.13,1.03,6108.0,1.324831,0.000,,15.0,1117.91,19.6295,40.5717,-35.5,27.2970,1,0,0.847,1.979,-2.46,-0.18,-1.36,0.26,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4329.01,,4329.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.29,,0.71,0.80,0.57,0.63,        80.51659,        80.51660,        80.51661,763.2,763.2,763.2,790.8,790.8,790.8,0.2,-21.21,1.35,17.80,0.1353,0.00,0.14,89.4,0.0,KOI-4329,,,Cyg,F,1.04,1.01,6338.0,1.473944,0.000,,12.0,303.66,19.2675,51.3760,-31.5,3.9750,1,0,0.881,2.050,-2.28,-0.18,-1.29,0.28,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-4331.01,,4331.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,2.34,,1.34,0.97,1.30,1.32,        5094.353,        5094.354,        5094.354,2152.4,2152.4,2152.4,2189.9,2189.9,2189.9,2.3,-27.12,2.55,1.72,0.0306,0.00,0.03,90.0,0.0,KOI-4331,,,Lyr,F,1.29,1.64,6674.0,4.770149,0.000,,13.2,951.18,19.3876,40.2549,-36.0,28.8119,1,0,1.554,3.598,-2.49,-0.16,-1.18,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4333.01,,4333.01,Warm,Superterran,rocky-iron,hydrogen-rich,thermoplanet,,14.66,,2.18,1.42,3.09,2.59,        1.611866,        1.611867,        1.611867,287.1,287.1,287.1,334.0,334.0,334.0,20.8,-19.39,4.14,309.26,0.9158,0.00,0.92,90.0,0.0,KOI-4333,,,Lyr,F,1.07,1.06,6060.0,1.351856,0.000,,14.2,792.37,19.4467,37.8437,-27.3,0.6151,1,1,0.858,2.007,-0.90,-0.13,1.23,0.40,0.00,0.00,0.00,0.69,0,1,0,0,transit,2012
KOI-4334.01,,4334.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.39,,1.15,0.91,1.05,1.10,        265.4789,        265.4789,        265.4789,1028.4,1028.4,1028.4,1063.4,1063.4,1063.4,1.3,-23.57,2.19,2.44,0.0319,0.00,0.03,87.7,0.0,KOI-4334,,,Cyg,K,0.72,0.74,4849.0,0.270154,0.000,,15.8,752.49,19.4345,47.1393,-32.8,12.3528,1,0,0.410,0.997,-2.29,-0.17,-1.07,0.28,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-4335.01,,4335.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.16,,1.09,0.89,0.97,1.03,        255.9598,        255.9599,        255.9599,1019.0,1019.0,1019.0,1053.2,1053.2,1053.2,1.0,-23.41,2.07,7.62,0.0772,0.00,0.08,89.4,0.0,KOI-4335,,,Cyg,F,1.06,1.07,6202.0,1.525480,0.000,,14.1,805.86,19.4272,48.0179,-32.8,7.4052,1,0,0.903,2.108,-2.37,-0.17,-1.11,0.28,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-4337.01,,4337.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.73,,0.95,0.85,0.81,0.88,        149.7861,        149.7861,        149.7862,891.3,891.3,891.3,923.3,923.3,923.3,0.6,-22.53,1.81,8.19,0.0794,0.00,0.08,89.4,0.0,KOI-4337,,,Cyg,G,0.99,0.91,5984.0,0.944306,0.000,,14.7,825.58,19.7678,44.6086,-32.2,6.0837,1,0,0.720,1.688,-2.32,-0.18,-1.16,0.28,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-4341.01,,4341.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.05,,1.29,0.96,1.23,1.26,        313.3251,        313.3251,        313.3251,1071.9,1071.9,1071.9,1108.8,1108.8,1108.8,2.0,-24.00,2.45,10.78,0.0973,0.00,0.10,89.4,0.0,KOI-4341,,,Cyg,F,1.06,1.27,6734.0,2.966340,0.000,,13.3,762.56,19.7308,42.2003,-33.0,6.9491,1,0,1.221,2.826,-2.40,-0.16,-0.98,0.28,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4343.01,,4343.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.05,,1.29,0.96,1.23,1.26,        65.43444,        65.43446,        65.43446,724.6,724.6,724.6,761.5,761.5,761.5,2.0,-22.29,2.45,27.21,0.1724,0.00,0.17,90.0,0.0,KOI-4343,,,Lyr,G,0.92,1.30,5973.0,1.944827,0.000,,13.7,751.96,19.2051,43.9585,-31.3,4.0348,1,0,1.034,2.425,-2.24,-0.16,-0.82,0.29,0.00,0.00,0.00,0.31,0,0,0,0,transit,2012
KOI-4345.01,,4345.01,Hot,Jovian,,,non-habitable,,,,45.80,,,,        902.4722,        902.4723,        902.4724,1396.4,1396.4,1396.4,,,,,-32.94,98.85,4.33,0.0484,0.00,0.05,69.9,0.0,KOI-4345,,,Cyg,G,0.81,1.46,5776.0,2.114096,0.000,,13.4,686.42,19.4334,47.7477,-34.2,16.0732,1,0,1.091,2.571,-2.41,,,,0.00,0.00,0.00,0.02,0,0,0,0,transit,2012
KOI-4346.01,,4346.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.40,,1.35,0.98,1.32,1.33,        186.2973,        186.2974,        186.2974,941.2,941.2,941.2,978.9,978.9,978.9,2.3,-23.53,2.57,6.39,0.0650,0.00,0.07,89.4,0.0,KOI-4346,,,Lyr,G,0.89,0.99,5467.0,0.787106,0.000,,14.9,842.92,18.8507,46.1778,-32.4,8.1317,1,0,0.678,1.612,-2.31,-0.16,-0.89,0.29,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4347.01,,4347.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.93,,1.02,0.87,0.89,0.95,        506.1332,        506.1332,        506.1334,1208.4,1208.4,1208.4,1241.5,1241.5,1241.5,0.8,-24.01,1.94,3.06,0.0400,0.00,0.04,87.7,0.0,KOI-4347,,,Cyg,F,0.92,0.83,6020.0,0.809813,0.000,,14.8,806.65,19.5900,38.3978,-33.5,11.0619,1,0,0.665,1.559,-2.40,-0.17,-1.20,0.27,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-4351.01,,4351.01,Hot,Jovian,,,non-habitable,,,,24.39,,,,        1520.720,        1520.720,        1520.721,1591.0,1591.0,1591.0,,,,,-32.14,47.72,0.64,0.0124,0.00,0.01,53.3,0.0,KOI-4351,,,Lyr,G,0.61,0.61,5136.0,0.233826,0.000,,15.0,474.19,19.1839,40.6570,-34.7,26.5386,1,0,0.376,0.905,-2.38,,,,0.00,0.00,0.00,0.04,0,0,0,0,transit,2012
KOI-4353.01,,4353.01,Hot,Neptunian,gas,metals-rich,non-habitable,,27.29,,5.16,0.20,1.03,2.30,        71.73922,        71.73922,        71.73923,741.5,741.5,741.5,,,,5.4,-25.42,9.82,17.81,0.1331,0.00,0.13,88.2,0.0,KOI-4353,,,Cyg,F,0.99,0.98,6194.0,1.270904,0.000,,15.6,1438.84,19.6281,39.6285,-31.4,3.9286,1,0,0.825,1.925,-2.26,3.50,-0.10,0.19,,0.00,0.00,0.16,0,0,0,0,transit,2012
