P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-4356.01,,4356.01,Warm,Superterran,rocky-iron,hydrogen-rich,psychroplanet,,8.59,,1.91,1.23,2.35,2.12,       0.2882281,       0.2882281,       0.2882282,186.7,186.7,186.7,230.8,230.8,230.8,10.6,-17.23,3.63,174.51,0.4839,0.00,0.48,90.0,0.0,KOI-4356,,,Cyg,K,0.50,0.46,4366.0,0.067491,0.000,,15.9,380.27,20.0325,44.4607,-25.4,0.5011,1,1,0.209,0.519,0.77,-0.14,1.27,0.40,0.00,0.00,0.00,0.55,0,1,0,0,transit,2012
KOI-4357.01,,4357.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.59,,0.89,0.84,0.75,0.82,        1637.577,        1637.577,        1637.577,1620.7,1620.7,1620.7,1651.7,1651.7,1651.7,0.5,-24.99,1.69,0.68,0.0133,0.00,0.01,88.2,0.0,KOI-4357,,,Cyg,G,0.67,0.70,5081.0,0.289671,0.000,,15.1,544.99,19.5272,38.6831,-34.8,28.1708,1,0,0.420,1.012,-2.37,-0.18,-1.34,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4358.01,,4358.01,Hot,Neptunian,gas,metals-rich,non-habitable,,3.46,,2.63,0.19,0.50,1.15,        5.709328,        5.709328,        5.709329,393.8,393.8,393.8,,,,0.7,-21.18,5.00,106.95,0.4483,0.00,0.45,89.4,0.0,KOI-4358,,,Lyr,F,1.05,0.97,6075.0,1.147420,0.000,,15.7,1459.09,19.2722,42.7041,-28.6,1.1519,1,0,0.789,1.847,-1.65,2.43,-0.61,0.25,,0.00,0.00,0.41,0,0,0,0,transit,2012
KOI-4360.01,,4360.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.99,,1.04,0.88,0.91,0.98,        879.4724,        879.4725,        879.4725,1387.4,1387.4,1387.4,1420.8,1420.8,1420.8,0.9,-24.66,1.98,2.72,0.0391,0.00,0.04,89.4,0.0,KOI-4360,,,Cyg,F,1.08,1.01,6191.0,1.344546,0.000,,14.8,1038.44,19.5749,47.9619,-34.1,13.7992,1,0,0.849,1.980,-2.43,-0.17,-1.22,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4361.01,,4361.01,Hot,Neptunian,gas,metals-rich,non-habitable,,7.91,,3.42,0.20,0.68,1.52,        7.196618,        7.196619,        7.196620,417.3,417.3,417.3,,,,1.6,-22.01,6.50,75.88,0.3378,0.00,0.34,90.0,0.0,KOI-4361,,,Lyr,G,0.89,0.97,5579.0,0.821198,0.000,,15.2,966.84,18.8109,43.5101,-28.9,1.5335,1,0,0.688,1.630,-1.74,2.69,-0.29,0.24,,0.00,0.00,0.34,0,0,0,0,transit,2012
KOI-4363.01,,4363.01,Hot,,,,non-habitable,,,,9761.68,,,,        35.07844,        35.07844,        35.07845,620.0,620.0,620.0,,,,,-41.10,-,18.22,0.1291,0.00,0.13,64.7,0.0,KOI-4363,,,Cyg,G,0.86,0.96,5162.0,0.584646,0.000,,16.1,1232.87,19.6243,46.5018,-30.6,3.9553,1,0,0.594,1.427,-2.12,,,,0.00,0.00,0.00,0.03,0,0,0,0,transit,2012
KOI-4364.01,,4364.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.00,,1.28,0.95,1.22,1.25,        218.7270,        218.7271,        218.7271,979.8,979.8,979.8,1016.5,1016.5,1016.5,1.9,-23.59,2.43,4.56,0.0510,0.00,0.05,88.8,0.0,KOI-4364,,,Lyr,G,0.85,0.86,5408.0,0.568909,0.000,,15.4,908.65,19.0482,43.0095,-32.6,9.0061,1,0,0.578,1.378,-2.32,-0.16,-0.96,0.28,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4366.01,,4366.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.27,,1.12,0.90,1.01,1.06,        1820.714,        1820.715,        1820.715,1664.2,1664.2,1664.2,1698.8,1698.8,1698.8,1.1,-25.61,2.13,0.76,0.0151,0.00,0.02,85.9,0.0,KOI-4366,,,Dra,G,0.78,0.74,5377.0,0.415141,0.000,,15.6,815.59,18.8609,47.9703,-34.9,26.4930,1,0,0.495,1.180,-2.40,-0.17,-1.23,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4367.01,,4367.01,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,,19.91,,2.34,1.55,3.64,2.92,        3.397134,        3.397134,        3.397135,345.9,345.9,345.9,394.6,394.6,394.6,30.9,-20.36,4.45,170.99,0.6075,0.00,0.61,90.0,0.0,KOI-4367,,,Cyg,F,1.02,0.95,6263.0,1.253734,0.000,,14.0,689.89,19.8689,39.8832,-28.1,0.8360,1,0,0.816,1.901,-1.38,-0.12,1.30,0.34,0.00,0.00,0.00,0.52,0,0,0,0,transit,2012
KOI-4371.01,,4371.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,10.72,,2.02,1.30,2.63,2.30,        11.70761,        11.70761,        11.70762,471.3,471.3,471.3,516.5,516.5,516.5,13.9,-21.39,3.84,66.37,0.3220,0.00,0.32,90.0,0.0,KOI-4371,,,Dra,F,1.01,0.98,6139.0,1.213892,0.000,,15.4,1280.68,19.0372,49.3301,-29.4,1.6154,1,0,0.809,1.890,-1.90,-0.13,0.32,0.34,0.00,0.00,0.00,0.36,0,0,0,0,transit,2012
KOI-4372.01,,4372.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.23,,1.11,0.90,1.00,1.05,        70.59876,        70.59877,        70.59878,738.5,738.5,738.5,772.9,772.9,772.9,1.1,-22.05,2.11,6.25,0.0606,0.00,0.06,89.4,0.0,KOI-4372,,,Lyr,K,0.76,0.72,4859.0,0.259264,0.000,,15.5,623.90,19.1979,46.4706,-31.4,6.3349,1,0,0.401,0.976,-2.19,-0.17,-0.98,0.29,0.00,0.00,0.00,0.31,0,0,0,0,transit,2012
KOI-4374.01,,4374.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.61,,0.90,0.84,0.76,0.83,        252.8338,        252.8338,        252.8338,1015.9,1015.9,1015.9,1047.1,1047.1,1047.1,0.5,-22.98,1.71,3.70,0.0443,0.00,0.04,90.0,0.0,KOI-4374,,,Cyg,G,0.85,0.78,5505.0,0.496184,0.000,,14.1,459.18,19.8789,48.4438,-32.8,9.3454,1,0,0.537,1.276,-2.33,-0.18,-1.23,0.27,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-4377.01,,4377.01,Hot,Neptunian,gas,no-atmosphere,non-habitable,,4.53,,2.86,0.19,0.55,1.26,        437.9978,        437.9978,        437.9979,1165.5,1165.5,1165.5,,,,0.9,-26.10,5.44,19.88,0.1645,0.00,0.16,89.4,0.0,KOI-4377,,,Cyg,F,1.50,2.79,6423.0,11.852331,0.000,,13.5,1732.20,19.8107,40.0429,-33.4,9.0349,1,0,2.485,5.774,-2.41,2.49,-1.02,0.22,,0.00,0.00,0.22,0,0,0,0,transit,2012
KOI-4382.01,,4382.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.64,,0.91,0.84,0.77,0.84,        1196.746,        1196.746,        1196.747,1498.5,1498.5,1498.5,1529.8,1529.8,1529.8,0.5,-24.70,1.73,2.95,0.0427,0.00,0.04,87.1,0.0,KOI-4382,,,Lyr,F,1.20,1.17,6484.0,2.182016,0.000,,14.1,978.93,19.2109,42.4811,-34.5,14.6797,2,0,1.062,2.466,-2.45,-0.18,-1.31,0.26,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4382.02,,4382.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.40,,0.79,0.82,0.64,0.71,        800.7866,        800.7868,        800.7869,1355.3,1355.3,1355.3,1384.5,1384.5,1384.5,0.3,-23.95,1.50,3.98,0.0522,0.00,0.05,88.8,0.0,KOI-4382,,,Lyr,F,1.20,1.17,6484.0,2.182016,0.000,,14.1,978.93,19.2109,42.4811,-34.0,11.9972,2,0,1.062,2.466,-2.44,-0.18,-1.35,0.26,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4383.01,,4383.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.76,,0.96,0.86,0.82,0.89,        554.0795,        554.0795,        554.0797,1236.1,1236.1,1236.1,1268.2,1268.2,1268.2,0.7,-23.98,1.82,4.34,0.0527,0.00,0.05,90.0,0.0,KOI-4383,,,Cyg,F,1.04,1.09,6164.0,1.538840,0.000,,13.9,726.40,19.2313,46.7837,-33.6,11.0394,1,0,0.909,2.123,-2.41,-0.17,-1.24,0.27,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-4384.01,,4384.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.28,,1.83,1.19,2.17,1.99,        6.546973,        6.546974,        6.546975,407.5,407.5,407.5,450.8,450.8,450.8,8.6,-20.54,3.48,122.36,0.4826,0.00,0.48,90.0,0.0,KOI-4384,,,Lyr,F,1.00,1.14,6003.0,1.524808,0.000,,14.9,1181.31,19.0814,41.1512,-28.8,1.2633,1,0,0.914,2.142,-1.70,-0.14,0.18,0.37,0.00,0.00,0.00,0.44,0,0,0,0,transit,2012
KOI-4385.01,,4385.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.14,,1.75,1.15,2.01,1.87,        94.09773,        94.09773,        94.09776,793.5,793.5,793.5,835.8,835.8,835.8,7.0,-23.35,3.33,7.30,0.0719,0.00,0.07,87.7,0.0,KOI-4385,,,Lyr,G,0.93,0.83,5303.0,0.486449,0.000,,15.8,998.70,19.4266,38.7878,-31.7,6.1400,3,1,0.538,1.286,-2.25,-0.14,-0.44,0.30,0.00,0.00,0.00,0.28,0,0,0,0,transit,2012
KOI-4385.02,,4385.02,Warm,Neptunian,gas,metals-rich,non-habitable,,6.14,,3.15,0.20,0.62,1.40,       0.4727358,       0.4727358,       0.4727359,211.3,211.3,211.3,,,,1.2,-18.86,5.99,386.37,1.0144,0.00,1.01,90.0,0.0,KOI-4385,,,Lyr,G,0.93,0.83,5303.0,0.486449,0.000,,15.8,998.70,19.4266,38.7878,-25.9,0.4350,3,1,0.538,1.286,0.27,2.59,0.13,0.28,,0.00,0.00,0.55,0,0,0,0,transit,2012
KOI-4385.03,,4385.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.51,,1.70,1.12,1.91,1.80,        29.55177,        29.55178,        29.55179,594.0,594.0,594.0,635.8,635.8,635.8,6.2,-22.03,3.23,17.37,0.1283,0.00,0.13,89.4,0.0,KOI-4385,,,Lyr,G,0.93,0.83,5303.0,0.486449,0.000,,15.8,998.70,19.4266,38.7878,-30.4,3.4398,3,1,0.538,1.286,-2.10,-0.15,-0.30,0.32,0.00,0.00,0.00,0.31,0,0,0,0,transit,2012
KOI-4386.01,,4386.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.02,,1.56,1.06,1.65,1.60,        22.86951,        22.86951,        22.86952,557.1,557.1,557.1,597.3,597.3,597.3,4.3,-21.56,2.96,18.50,0.1281,0.00,0.13,90.0,0.0,KOI-4386,,,Lyr,G,0.82,0.74,5243.0,0.375280,0.000,,15.8,862.84,18.9982,44.5676,-30.1,3.0955,1,0,0.474,1.136,-2.05,-0.15,-0.42,0.32,0.00,0.00,0.00,0.33,0,0,0,0,transit,2012
KOI-4389.01,,4389.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.66,,1.39,0.99,1.38,1.38,        40.31770,        40.31770,        40.31771,642.0,642.0,642.0,680.1,680.1,680.1,2.6,-21.93,2.64,16.34,0.1186,0.00,0.12,88.8,0.0,KOI-4389,,,Cyg,G,0.83,0.86,5410.0,0.567107,0.000,,15.1,755.94,19.5421,38.1597,-30.8,3.8606,1,0,0.577,1.375,-2.15,-0.16,-0.67,0.31,0.00,0.00,0.00,0.32,0,0,0,0,transit,2012
KOI-4390.01,,4390.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,933.31,,11.55,0.61,7.00,8.99,        10185.64,        10185.64,        10185.64,2559.4,2559.4,2559.4,,,,565.3,-32.58,22.09,1.64,0.0304,0.00,0.03,90.0,0.0,KOI-4390,,,Cyg,G,1.39,3.74,5234.0,9.413164,0.000,,16.5,5969.60,20.0617,44.2497,-36.8,69.7781,1,0,2.375,5.691,-2.41,8.00,1.71,0.10,,0.00,0.00,0.08,0,0,0,0,transit,2012
KOI-4391.01,,4391.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.40,,1.60,1.08,1.72,1.66,        14.15869,        14.15869,        14.15869,494.2,494.2,494.2,534.9,534.9,534.9,4.7,-21.09,3.04,49.48,0.2586,0.00,0.26,88.2,0.0,KOI-4391,,,Lyr,G,0.94,0.92,5952.0,0.946848,0.000,,15.0,935.16,19.3597,41.7816,-29.6,1.8898,1,0,0.723,1.695,-1.95,-0.15,-0.29,0.34,0.00,0.00,0.00,0.36,0,0,0,0,transit,2012
KOI-4393.01,,4393.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.73,,0.95,0.85,0.81,0.88,        735.4988,        735.4990,        735.4991,1326.8,1326.8,1326.8,1358.8,1358.8,1358.8,0.6,-24.26,1.81,1.63,0.0261,0.00,0.03,88.8,0.0,KOI-4393,,,Cyg,G,0.89,0.81,5398.0,0.501029,0.000,,15.3,794.98,19.9518,44.2920,-33.9,16.6174,1,0,0.543,1.294,-2.38,-0.18,-1.26,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4395.01,,4395.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.28,,1.33,0.97,1.29,1.31,        468.5783,        468.5784,        468.5785,1185.3,1185.3,1185.3,1222.7,1222.7,1222.7,2.2,-24.50,2.53,1.92,0.0283,0.00,0.03,89.4,0.0,KOI-4395,,,Lyr,G,0.82,0.74,5243.0,0.375280,0.000,,15.7,823.05,19.1893,38.2555,-33.4,14.0454,1,0,0.474,1.136,-2.35,-0.16,-0.99,0.28,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4398.01,,4398.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.31,,1.59,1.07,1.70,1.65,        115.9995,        115.9995,        115.9995,836.1,836.1,836.1,876.6,876.6,876.6,4.6,-23.37,3.02,7.34,0.0719,0.00,0.07,90.0,0.0,KOI-4398,,,Cyg,G,0.92,0.84,5561.0,0.599672,0.000,,15.5,949.29,19.6808,41.0870,-31.9,6.1994,1,0,0.589,1.395,-2.28,-0.15,-0.63,0.30,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4399.01,,4399.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.09,,2.77,0.19,0.53,1.22,        66.91003,        66.91004,        66.91005,728.6,728.6,728.6,,,,0.8,-23.98,5.27,42.10,0.2278,0.00,0.23,90.0,0.0,KOI-4399,,,Lyr,G,0.89,1.95,5654.0,3.472152,0.000,,12.0,454.89,18.8086,44.3032,-31.3,4.5537,1,0,1.409,3.330,-2.23,2.47,-0.86,0.23,,0.00,0.00,0.24,0,0,0,0,transit,2012
KOI-4400.01,,4400.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.57,,0.88,0.84,0.74,0.81,        1220.826,        1220.826,        1220.826,1505.9,1505.9,1505.9,1536.8,1536.8,1536.8,0.5,-24.65,1.67,2.21,0.0336,0.00,0.03,83.7,0.0,KOI-4400,,,Lyr,G,1.03,1.09,5991.0,1.378264,0.000,,13.8,653.66,19.0342,38.0797,-34.5,17.3864,1,0,0.870,2.038,-2.43,-0.18,-1.33,0.26,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4403.01,,4403.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.34,,1.34,0.97,1.30,1.32,        191.0118,        191.0118,        191.0118,947.1,947.1,947.1,984.7,984.7,984.7,2.3,-23.54,2.55,5.88,0.0625,0.00,0.06,88.2,0.0,KOI-4403,,,Cyg,G,0.94,0.85,5835.0,0.746140,0.000,,15.7,1190.17,19.8669,43.3546,-32.5,7.2269,1,0,0.646,1.520,-2.34,-0.16,-0.90,0.29,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4405.01,,4405.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.60,,1.38,0.99,1.36,1.37,        178.2839,        178.2839,        178.2839,930.9,930.9,930.9,969.0,969.0,969.0,2.6,-23.53,2.62,8.92,0.0853,0.00,0.09,89.4,0.0,KOI-4405,,,Cyg,F,1.04,0.99,6210.0,1.297210,0.000,,14.7,961.00,19.7931,48.0473,-32.4,6.1631,1,0,0.833,1.942,-2.35,-0.16,-0.86,0.29,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4407.01,,4407.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.24,,0.67,0.79,0.53,0.60,        5806.719,        5806.720,        5806.720,2224.0,2224.0,2224.0,2250.8,2250.8,2250.8,0.2,-25.75,1.27,1.34,0.0242,0.00,0.02,89.4,0.0,KOI-4407,,,Cyg,F,1.05,1.54,6331.0,3.400647,0.000,,11.2,314.00,20.0771,44.3795,-36.2,34.3363,1,0,1.338,3.115,-2.48,-0.19,-1.49,0.26,0.00,0.00,0.00,0.28,0,0,0,0,transit,2012
KOI-4409.01,,4409.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.84,,0.99,0.87,0.86,0.92,        114.1810,        114.1810,        114.1811,832.8,832.8,832.8,865.4,865.4,865.4,0.7,-22.32,1.88,14.27,0.1176,0.00,0.12,90.0,0.0,KOI-4409,,,Cyg,G,1.07,1.24,5826.0,1.579096,0.000,,12.5,394.72,19.9690,40.4778,-31.9,5.6033,1,0,0.940,2.213,-2.29,-0.17,-1.11,0.28,0.00,0.00,0.00,0.31,0,0,0,0,transit,2012
KOI-4410.01,,4410.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.11,,1.57,1.06,1.67,1.62,        319.7119,        319.7119,        319.7119,1077.3,1077.3,1077.3,1117.6,1117.6,1117.6,4.4,-24.45,2.98,5.04,0.0581,0.00,0.06,89.4,0.0,KOI-4410,,,Lyr,F,1.03,0.95,6039.0,1.079223,0.000,,15.7,1433.34,19.1362,41.7522,-33.0,8.7314,1,0,0.767,1.796,-2.38,-0.15,-0.78,0.29,0.00,0.00,0.00,0.28,0,0,0,0,transit,2012
KOI-4411.01,,4411.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.78,,0.97,0.86,0.83,0.90,        143.9555,        143.9555,        143.9556,882.5,882.5,882.5,914.8,914.8,914.8,0.7,-22.53,1.84,11.18,0.1008,0.00,0.10,90.0,0.0,KOI-4411,,,Cyg,F,1.09,1.03,6258.0,1.462680,0.000,,13.4,557.51,19.5721,40.4275,-32.2,5.4528,1,0,0.882,2.055,-2.33,-0.17,-1.14,0.28,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-4418.01,,4418.01,Warm,Neptunian,gas,metals-rich,non-habitable,,6.38,,3.19,0.20,0.63,1.41,       0.8889036,       0.8889037,       0.8889039,247.4,247.4,247.4,,,,1.3,-19.58,6.06,333.04,0.9462,0.00,0.95,90.0,0.0,KOI-4418,,,Cyg,G,1.02,0.90,5743.0,0.795831,0.000,,16.0,1355.20,19.5343,38.0124,-26.6,0.5086,1,1,0.671,1.582,-0.40,2.61,0.01,0.28,,0.00,0.00,0.63,0,0,0,0,transit,2012
KOI-4421.01,,4421.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.11,,0.52,0.76,0.39,0.45,        438.3906,        438.3906,        438.3907,1165.8,1165.8,1165.8,1189.0,1189.0,1189.0,0.1,-22.38,0.99,4.73,0.0548,0.00,0.05,87.7,0.0,KOI-4421,,,Cyg,F,0.98,1.00,6183.0,1.316505,0.000,,12.8,408.44,19.6083,46.6729,-33.4,9.7560,1,0,0.840,1.961,-2.40,-0.19,-1.47,0.26,0.00,0.00,0.00,0.26,0,0,0,0,transit,2012
KOI-4423.01,,4423.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.42,,0.80,0.82,0.65,0.72,        220.2004,        220.2005,        220.2005,981.4,981.4,981.4,1010.8,1010.8,1010.8,0.3,-22.57,1.52,7.65,0.0764,0.00,0.08,89.4,0.0,KOI-4423,,,Cyg,F,1.02,0.95,6312.0,1.285301,0.000,,13.1,465.40,19.7001,38.9835,-32.6,6.6303,1,0,0.824,1.918,-2.37,-0.18,-1.28,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4424.01,,4424.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.02,,1.05,0.88,0.93,0.99,        1414.077,        1414.077,        1414.077,1562.3,1562.3,1562.3,1595.8,1595.8,1595.8,0.9,-25.19,2.00,2.27,0.0347,0.00,0.03,85.9,0.0,KOI-4424,,,Cyg,F,1.08,1.11,6276.0,1.702676,0.000,,15.3,1490.58,19.6887,42.5350,-34.6,17.0486,1,0,0.950,2.214,-2.45,-0.17,-1.25,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4426.01,,4426.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,13.57,,2.14,1.38,2.96,2.52,        2.737599,        2.737599,        2.737600,327.7,327.7,327.7,374.3,374.3,374.3,18.8,-19.93,4.07,369.13,1.0352,0.00,1.04,90.0,0.0,KOI-4426,,,Cyg,F,1.09,1.45,6282.0,2.933718,0.000,,13.7,911.36,19.6300,44.1668,-27.8,0.7459,1,0,1.247,2.904,-1.26,-0.13,0.96,0.39,0.00,0.00,0.00,0.58,0,0,0,0,transit,2012
KOI-4427.01,,4427.01,Cold,Terran,rocky-iron,metals-rich,non-habitable,,3.24,,1.47,1.02,1.50,1.49,       0.1720078,       0.1720079,       0.1720079,164.1,164.1,164.1,203.2,203.2,203.2,3.3,-16.09,2.79,147.66,0.4188,0.00,0.42,90.0,0.0,KOI-4427,,,Cyg,K,0.45,0.43,3668.0,0.030169,0.000,,15.6,229.02,19.6745,39.2741,-24.8,0.5484,1,0,0.142,0.365,1.48,-0.16,0.51,0.39,0.00,0.00,0.00,0.48,0,0,0,0,transit,2012
KOI-4428.01,,4428.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.84,,1.25,0.94,1.18,1.21,        61.16710,        61.16710,        61.16710,712.5,712.5,712.5,748.8,748.8,748.8,1.7,-22.15,2.38,13.00,0.1031,0.00,0.10,88.8,0.0,KOI-4428,,,Cyg,G,0.86,0.80,5790.0,0.650182,0.000,,14.6,668.92,19.8862,40.2396,-31.2,4.1516,1,0,0.605,1.424,-2.22,-0.16,-0.85,0.30,0.00,0.00,0.00,0.31,0,0,0,0,transit,2012
KOI-4431.01,,4431.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.31,,1.13,0.91,1.02,1.08,        124.8199,        124.8199,        124.8199,851.6,851.6,851.6,886.3,886.3,886.3,1.2,-22.71,2.15,19.57,0.1507,0.00,0.15,90.0,0.0,KOI-4431,,,Lyr,F,1.19,1.39,6350.0,2.834721,0.000,,12.7,568.83,18.9150,46.8791,-32.0,4.9311,1,0,1.220,2.840,-2.32,-0.17,-1.02,0.28,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-4435.01,,4435.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.49,,0.84,0.83,0.69,0.76,        153.0917,        153.0917,        153.0917,896.2,896.2,896.2,926.3,926.3,926.3,0.4,-22.28,1.60,10.86,0.0982,0.00,0.10,90.0,0.0,KOI-4435,,,Lyr,F,1.07,1.01,6328.0,1.476300,0.000,,13.5,604.10,18.7970,44.2615,-32.2,5.4995,2,0,0.882,2.053,-2.34,-0.18,-1.24,0.27,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-4435.02,,4435.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.44,,0.81,0.82,0.66,0.73,        78.77123,        78.77124,        78.77125,759.0,759.0,759.0,788.6,788.6,788.6,0.4,-21.48,1.54,17.87,0.1369,0.00,0.14,89.4,0.0,KOI-4435,,,Lyr,F,1.07,1.01,6328.0,1.476300,0.000,,13.5,604.10,18.7970,44.2615,-31.5,3.9441,2,0,0.882,2.053,-2.27,-0.18,-1.21,0.28,0.00,0.00,0.00,0.31,0,0,0,0,transit,2012
KOI-4442.01,,4442.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.31,,1.13,0.91,1.02,1.08,        90.41230,        90.41232,        90.41233,785.6,785.6,785.6,820.3,820.3,820.3,1.2,-22.35,2.15,13.95,0.1100,0.00,0.11,90.0,0.0,KOI-4442,,,Dra,G,0.91,0.99,5942.0,1.093989,0.000,,14.3,746.23,18.9569,48.7402,-31.6,4.7928,1,0,0.777,1.823,-2.28,-0.17,-0.99,0.29,0.00,0.00,0.00,0.31,0,0,0,0,transit,2012
KOI-4443.01,,4443.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.05,,1.06,0.88,0.94,1.00,        797.0920,        797.0921,        797.0923,1353.7,1353.7,1353.7,1387.4,1387.4,1387.4,0.9,-24.59,2.01,5.68,0.0678,0.00,0.07,89.4,0.0,KOI-4443,,,Lyr,F,1.29,1.43,6678.0,3.664105,0.000,,13.8,1084.51,19.2378,41.0901,-34.0,11.2818,1,0,1.362,3.153,-2.44,-0.17,-1.21,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-4444.01,,4444.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.39,,1.15,0.91,1.05,1.10,        48.94355,        48.94355,        48.94356,673.9,673.9,673.9,708.9,708.9,708.9,1.3,-21.72,2.19,5.94,0.0563,0.00,0.06,90.0,0.0,KOI-4444,,,Cyg,K,0.67,0.68,4391.0,0.155136,0.000,,15.6,504.78,19.6414,49.8942,-31.0,6.4590,1,0,0.316,0.785,-2.11,-0.17,-0.91,0.30,0.00,0.00,0.00,0.32,0,0,0,0,transit,2012
KOI-4446.01,,4446.01,Hot,Neptunian,gas,metals-rich,non-habitable,,27.61,,5.18,0.20,1.03,2.31,        62.26930,        62.26931,        62.26932,715.7,715.7,715.7,,,,5.5,-25.27,9.86,85.76,0.4506,0.00,0.45,90.0,0.0,KOI-4446,,,Lyr,G,1.66,4.00,5447.0,12.643184,0.000,,12.4,1073.72,19.1423,47.4886,-31.2,4.7333,1,0,2.721,6.472,-2.21,3.51,-0.06,0.19,,0.00,0.00,0.16,0,0,0,0,transit,2012
